ID,Título
NA000322Q,Federal government current tax receipts: Taxes on corporate income
DDDM01GBA156NWDB,Stock Market Capitalization to GDP for United Kingdom
DDDM01DEA156NWDB,Stock Market Capitalization to GDP for Germany
NCNQGSP,Gross Domestic Product: All Industry Total in North Carolina
DEBTTLMYA188A,"Central government debt, total (% of GDP) for Malaysia"
DEBTTLDEA188A,"Central government debt, total (% of GDP) for Germany"
JPNRGDPC,Real GDP per Capita in Japan (DISCONTINUED)
Y001RE1A156NBEA,Shares of Gross Domestic Product: Gross Private Domestic Investment: Fixed Investment: Nonresidential: Intellectual Property Products
PB0000031Q225SBEA,Real final sales to private domestic purchasers
NGMP16740,"Total Gross Domestic Product for Charlotte-Concord-Gastonia, NC-SC (MSA)"
NGMP37980,"Total Gross Domestic Product for Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)"
NGMP14460,"Total Gross Domestic Product for Boston-Cambridge-Newton, MA-NH (MSA)"
G160371A027NBEA,Government current expenditures: Income security: Welfare and social services
A084RC1Q027SBEA,Government current transfer payments
DHUTRC1Q027SBEA,Personal consumption expenditures: Services: Housing and utilities
CLVMNACSCAB1GQDK,Real Gross Domestic Product for Denmark
DCAFRC1A027NBEA,"Personal consumption expenditures: Clothing, footwear, and related services"
NGDPRSAXDCSAQ,Real Gross Domestic Product for Saudi Arabia
W202RC1Q027SBEA,Net private saving
MKTGDPMXA646NWDB,Gross Domestic Product for Mexico
RGDPNACLA666NRUG,Real GDP at Constant National Prices for Chile
RGDPNAPKA666NRUG,Real GDP at Constant National Prices for Pakistan
LPRGDPUKA,Labor Productivity: Real GDP Per Person in the United Kingdom
LABSHPCAA156NRUG,Share of Labour Compensation in GDP at Current National Prices for Canada
USAGDPNQDSMEI,National Accounts: GDP by Expenditure: Current Prices: Gross Domestic Product: Total for United States
EA19LORSGPNOSTSAM,Leading Indicators OECD: Reference Series: Gross Domestic Product (GDP): Normalised for the Euro Area (19 Countries)
RGDPNAVNA666NRUG,Real GDP at Constant National Prices for Viet Nam
DGDSRV1Q225SBEA,Personal Consumption Expenditures: Goods (chain-type price index)
DDURRG3Q086SBEA,Personal consumption expenditures: Durable goods (chain-type price index)
FPICA,Real Private Fixed Investment
CLVMNACNSAB1GQIE,Real Gross Domestic Product for Ireland
RGMP17460,"Total Real Gross Domestic Product for Cleveland-Elyria, OH (MSA)"
RGMP14460,"Total Real Gross Domestic Product for Boston-Cambridge-Newton, MA-NH (MSA)"
PE0000031Q156NBEA,Real Final sales to private domestic purchasers
NB000337Q,Real Private Fixed Investment
OB000337Q,Real Private Fixed Investment
DGDSRG3Q086SBEA,Personal consumption expenditures: Goods (chain-type price index)
PPPTTLJPA618NUPN,Purchasing Power Parity over GDP for Japan
DDURRG3A086NBEA,Personal consumption expenditures: Durable goods (chain-type price index)
PB0000031A225NBEA,Real final sales to private domestic purchasers
ND000337Q,Real Private Fixed Investment
DGDSRV1A225NBEA,Personal Consumption Expenditures: Goods (chain-type price index)
DGDSRG3A086NBEA,Personal consumption expenditures: Goods (chain-type price index)
NAEXKP01KRQ189S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Korea
CLVMNACSAB1GQIE,Real Gross Domestic Product for Ireland
NAEXKP01KRA189S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Korea
NAEXKP01KRQ657S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Korea
NYGDPPCAPKDGRC,Constant GDP per capita for Greece
DEBTTLIDA188A,"Central government debt, total (% of GDP) for Indonesia"
USAGDPNADSMEI,National Accounts: GDP by Expenditure: Current Prices: Gross Domestic Product: Total for United States
KORGDPRQPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Korea
KORGDPRAPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Korea
NAEXKP01KRQ661S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Korea
NAEXKP01KRA657S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Korea
NGMP42660,"Total Gross Domestic Product for Seattle-Tacoma-Bellevue, WA (MSA)"
NGMP38060,"Total Gross Domestic Product for Phoenix-Mesa-Scottsdale, AZ (MSA)"
NAEXKP01KRA661S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Korea
CLVMNACSCAB1GQFI,Real Gross Domestic Product for Finland
G160291A027NBEA,Government current expenditures: Education
TRP6001A027NBEA,Government social benefits: to persons: Federal: Supplemental Nutrition Assistance Program (SNAP)
B1448C1A027NBEA,"Net farm income, USDA"
C307RC1Q027SBEA,Private fixed investment: Nonresidential: Structures: Manufacturing
MKTGDPMYA646NWDB,Gross Domestic Product for Malaysia
MKTGDPVNA646NWDB,Gross Domestic Product for Viet Nam
ARENGDPXORPCHPT,Non-Oil Real GDP Growth in Constant Prices for United Arab Emirates
RGDPNANGA666NRUG,Real GDP at Constant National Prices for Nigeria
LABSHPINA156NRUG,Share of Labour Compensation in GDP at Current National Prices for India
RGDPNAMYA666NRUG,Real GDP at Constant National Prices for Malaysia
ETHNGDPRPCPCPPPT,Real GDP Per Capita for Ethiopia
NGDPRNSAXDCSAQ,Real Gross Domestic Product for Saudi Arabia
NGDPRXDCSAA,Real Gross Domestic Product for Saudi Arabia
DHUTRC1A027NBEA,Personal consumption expenditures: Services: Housing and utilities
GGGDTACNA188N,General government gross debt for China
A577RC1Q027SBEA,Personal current transfer receipts
WANGSP,Gross Domestic Product: All Industry Total in Washington
NGDPRXDCIRA,Real Gross Domestic Product for Ireland
CLVMNACNSAB1GQDK,Real Gross Domestic Product for Denmark
A084RC1A027NBEA,Government current transfer payments
A577RC1A027NBEA,Personal current transfer receipts
W202RC1A027NBEA,Net private saving
A824RX1Q020SBEA,Real government consumption expenditures and gross investment: Federal: National defense
NAEXKP01MXQ189S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Mexico
NAEXKP01MXQ661S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Mexico
A824RL1Q225SBEA,Real Government Consumption Expenditures and Gross Investment: Federal: National Defense
NAEXKP01MXQ657S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Mexico
NYGDPPCAPKDUKR,Constant GDP per capita for Ukraine
DDDM01FRA156NWDB,Stock Market Capitalization to GDP for France
NYGDPPCAPKDPHL,Constant GDP per capita for the Philippines
WANQGSP,Gross Domestic Product: All Industry Total in Washington
DEBTTLBRA188A,"Central government debt, total (% of GDP) for Brazil"
NAEXKP01MXA657S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Mexico
MEXGDPRQPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Mexico
NAEXKP01MXA189S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Mexico
NAEXKP01MXA661S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Mexico
MEXGDPRAPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Mexico
CANRGDPC,Real GDP per Capita in Canada (DISCONTINUED)
NGMP41740,"Total Gross Domestic Product for San Diego-Carlsbad, CA (MSA)"
USCONSTRQGSP,Real Gross Domestic Product: Construction (23) in the United States
DHLCRG3Q086SBEA,Personal consumption expenditures: Services: Health care (chain-type price index)
A455RC1Q027SBEA,Gross value added of nonfinancial corporate business
CBI,Change in Private Inventories
A019RY2Q224SBEA,Contributions to percent change in real gross domestic product: Net exports of goods and services
MKTGDPARA646NWDB,Gross Domestic Product for Argentina
PCAGDPCAA646NWDB,Gross Domestic Product Per Capita for Canada
USMANRQGSP,Real Gross Domestic Product: Manufacturing (31-33) in the United States
RGDPNAITA666NRUG,Real GDP at Constant National Prices for Italy
MEXGDPNQDSMEI,National Accounts: GDP by Expenditure: Current Prices: Gross Domestic Product: Total for Mexico
USALORSGPTDSTSAM,Composite Leading Indicators: Reference Series (GDP) Trend for United States
RGDPNABDA666NRUG,Real GDP at Constant National Prices for Bangladesh
C307RC1A027NBEA,Private fixed investment: Nonresidential: Structures: Manufacturing
MEXNGDPRPCH,Gross Domestic Product for Mexico
COLNAEXKP01STSAQ,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Colombia
DEUGDPDEFQISMEI,National Accounts: National Accounts Deflators: Gross Domestic Product: GDP Deflator for Germany
ND000331Q,Real Government Consumption Expenditures and Gross Investment: Federal: National defense
A824RO1Q156NBEA,Real Government Consumption Expenditures and Gross Investment: Federal: National Defense
A824RL1A225NBEA,Real Government Consumption Expenditures and Gross Investment: Federal: National Defense
CLVMNACNSAB1GQFI,Real Gross Domestic Product for Finland
ALNGSP,Gross Domestic Product: All Industry Total in Alabama
NAEXKP02USQ189S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United States
NB000331Q,Real Government Consumption Expenditures and Gross Investment: Federal: National defense
A824RX1A020NBEA,Real government consumption expenditures and gross investment: Federal: National defense
OB000331Q,Real Government Consumption Expenditures and Gross Investment: Federal: National defense
PPPTTLTWA618NUPN,Purchasing Power Parity over GDP for Taiwan
BBKMCLA,Brave-Butters-Kelley Cycle: Lagging Subcomponent of GDP
NAEXKP02USQ657S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United States
GDPC96,Real Gross Domestic Product (DISCONTINUED)
DEUGDPDEFAISMEI,National Accounts: National Accounts Deflators: Gross Domestic Product: GDP Deflator for Germany
DDDM011WA156NWDB,Stock Market Capitalization to GDP for World (DISCONTINUED)
DDDM01QAA156NWDB,Stock Market Capitalization to GDP for Qatar
NYGDPPCAPKDPOL,Constant GDP per capita for Poland
NYGDPPCAPKDZAF,Constant GDP per capita for South Africa
NYGDPPCAPKDCHL,Constant GDP per capita for Chile
COLNAEXKP01GPSAQ,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Colombia
COLNAEXKP01IXOBSAQ,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Colombia
ALNQGSP,Gross Domestic Product: All Industry Total in Alabama
COLNAEXKP01GYSAQ,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Colombia
MEXGDPNADSMEI,National Accounts: GDP by Expenditure: Current Prices: Gross Domestic Product: Total for Mexico
NAEXKP02USQ661S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United States
NAEXKP02USQ659S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United States
NAEXKP02USA189S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United States
NAEXKP02USA659S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United States
NAEXKP02USA657S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United States
NAEXKP02USA661S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United States
B703RC1Q027SBEA,Personal income receipts on assets: Personal dividend income
NGMP36740,"Total Gross Domestic Product for Orlando-Kissimmee-Sanford, FL (MSA)"
NGMP28140,"Total Gross Domestic Product for Kansas City, MO-KS (MSA)"
SB0000081Q027SBEA,Gross domestic product : Statistical discrepancy as a percentage of GDP
USMANRGSP,Real Gross Domestic Product: Manufacturing (31-33) in the United States
A001RG3A086NBEA,Gross national product (chain-type price index)
A033RC1A027NBEA,National income: Compensation of employees
COE,"National Income: Compensation of Employees, Paid"
DGAMRC1A027NBEA,Personal consumption expenditures: Services: Gambling
CBIC1,Change in Real Private Inventories
INDPFCEQDSMEI,National Accounts: GDP by Expenditure: Current Prices: Private Final Consumption Expenditure for India
DMOTRC1Q027SBEA,Personal consumption expenditures: Durable goods: Motor vehicles and parts
MKTGDPRUA646NWDB,Gross Domestic Product for Russian Federation
NGDPSAXDCJPQ,Nominal Gross Domestic Product for Japan
RGDPLPUSA625NUPN,"Purchasing Power Parity Converted GDP Per Capita (Laspeyres), derived from growth rates of Consumption, Government Consumption, Investment for United States"
RGDPNAZAA666NRUG,Real GDP at Constant National Prices for South Africa
OECDLORSGPORGYSAM,Leading Indicators OECD: Reference series: Gross Domestic Product (GDP): Original series for OECD - Total
INDLORSGPTDSTSAM,Composite Leading Indicators: Reference Series (GDP) Trend for India
RGDPNAAUA666NRUG,Real GDP at Constant National Prices for Australia
A180RC1Q027SBEA,Government current expenditures: Interest payments
BBKQCLA,Brave-Butters-Kelley Cycle: Lagging Subcomponent of GDP
USCONSTRGSP,Real Gross Domestic Product: Construction (23) in the United States
A455RC1A027NBEA,Gross value added of nonfinancial corporate business
CBIA,Change in Private Inventories
DHLCRG3A086NBEA,Personal consumption expenditures: Services: Health care (chain-type price index)
NA000373Q,Change in private inventories
A019RY2A224NBEA,Contributions to percent change in real gross domestic product: Net exports of goods and services
B703RC1A027NBEA,Personal income receipts on assets: Personal dividend income
CONGSP,Gross Domestic Product: All Industry Total in Colorado
RGDPMRPUKM,Real Gross Domestic Product at Market Prices in the United Kingdom
A195RC1Q027SBEA,Gross value added: GDP: Business
CANGDPNQDSMEI,National Accounts: GDP by Expenditure: Current Prices: Gross Domestic Product: Total for Canada
OHNGSP,Gross Domestic Product: All Industry Total in Ohio
GANGSP,Gross Domestic Product: All Industry Total in Georgia
NAEXKP02GBQ189S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United Kingdom
NAEXKP01TRQ652S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Turkey
CANGDPNADSMEI,National Accounts: GDP by Expenditure: Current Prices: Gross Domestic Product: Total for Canada
A195RC1A027NBEA,Gross value added: GDP: Business
DDDI02USA156NWDB,Deposit Money Bank Assets to GDP for United States
TURGDPRQPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Turkey
NAEXKP02GBQ661S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United Kingdom
BBKMCY,Brave-Butters-Kelley Cycle Component of GDP
NAEXKP01TRQ657S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Turkey
NAEXKP02GBA657S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United Kingdom
CONQGSP,Gross Domestic Product: All Industry Total in Colorado
OHNQGSP,Gross Domestic Product: All Industry Total in Ohio
GANQGSP,Gross Domestic Product: All Industry Total in Georgia
NAEXKP01TRQ661S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Turkey
NYGDPPCAPKDMYS,Constant GDP per capita for Malaysia
NYGDPPCAPKDSWE,Constant GDP per capita for Sweden
NYGDPPCAPKDIRN,Constant GDP per capita for the Islamic Republic of Iran
NYGDPPCAPKDVEN,Constant GDP per capita for the Bolivarian Republic of Venezuela
NYGDPPCAPKDIDN,Constant GDP per capita for Indonesia
TURGDPRAPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Turkey
NAEXKP01TRA661S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Turkey
NAEXKP01TRA652S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Turkey
NAEXKP01TRA657S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Turkey
NAEXKP02GBA189S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United Kingdom
NAEXKP02GBQ657S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United Kingdom
NAEXKP02GBQ659S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United Kingdom
NAEXKP02GBA659S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United Kingdom
OECDLORSGPORIXOBSAM,Leading Indicators OECD: Reference series: Gross Domestic Product (GDP): Original series for OECD - Total
NAEXKP02GBA661S,National Accounts: GDP by Expenditure: Constant Prices: Private Final Consumption Expenditure for United Kingdom
DEBTTLESA188A,"Central government debt, total (% of GDP) for Spain"
DEBTTLCHA188A,"Central government debt, total (% of GDP) for Switzerland"
NGMP17140,"Total Gross Domestic Product for Cincinnati, OH-KY-IN (MSA)"
